7560.00	-0000.00718
7570.00	00000.07757
7580.00	00000.03700
7590.00	-0000.00828
7600.00	00000.00186
7610.00	00000.00816
7620.00	-0000.04473
7630.00	-0000.16554
7640.00	-0000.02401
7650.00	-0000.04350
7660.00	-0000.01546
7680.00	-0000.02188
7690.00	-0000.00527
7700.00	00000.01362
7701.00	-0000.01365
7702.00	00000.04714
7703.00	-0000.06798
7704.00	00000.00257
7705.00	-0000.06008
7706.00	00000.00977
7707.00	-0000.02337
7708.00	00000.07420
7710.00	00000.07085
7711.00	00000.08738
7712.00	00000.07082
7713.00	00000.05243
7714.00	00000.09657
7715.00	00000.04162
7716.00	00000.00172
7717.00	00000.08189
7718.00	00000.13588
7719.00	00000.17792
7720.00	00000.25857
7722.00	00000.32048
7723.00	00000.44296
7724.00	00000.64737
7725.00	00000.76968
7726.00	00000.85456
7727.00	00001.16307
7728.00	00001.36550
7729.00	00001.59186
7730.00	00001.91438
7731.00	00001.85387
7732.00	00001.69966
7734.00	00001.34832
7735.00	00001.21413
7736.00	00001.19620
7737.00	00001.12191
7738.00	00001.09135
7739.00	00001.07299
7740.00	00001.10248
7741.00	00001.03672
7742.00	00001.15727
7743.00	00001.06808
7744.00	00001.07750
7745.00	00001.15136
7746.00	00001.09766
7747.00	00001.06655
7748.00	00001.12326
7749.00	00001.04221
7750.00	00001.01334
7751.00	00000.99620
7752.00	00000.94121
7753.00	00000.85123
7754.00	00000.83784
7755.00	00000.83713
7756.00	00000.74724
7758.00	00000.76449
7759.00	00000.71744
7760.00	00000.72757
7761.00	00000.66328
7762.00	00000.73895
7763.00	00000.72505
7764.00	00000.74055
7765.00	00000.67360
7766.00	00000.78978
7767.00	00000.75762
7768.00	00000.73624
7769.00	00000.74816
7770.00	00000.79954
7780.00	00000.94936
7790.00	00001.12623
7800.00	00001.04216
7810.00	00001.07989
7820.00	00001.12592
7830.00	00001.07980
7840.00	00001.00344
7850.00	00000.91895
7860.00	00000.81411
7870.00	00000.94291
7880.00	00000.94356
7890.00	00000.83716
7900.00	00000.99790
7910.00	00001.01420
7920.00	00000.94787
7930.00	00001.02858
7940.00	00000.98193
7950.00	00001.01693
7960.00	00001.04137
7970.00	00001.10124
7980.00	00001.00647
