7560.00	00000.03689
7570.00	00000.08305
7580.00	-0000.00073
7590.00	-0000.04022
7610.00	-0000.03521
7620.00	-0000.00137
7630.00	-0000.05881
7640.00	00000.02612
7650.00	-0000.08742
7660.00	-0000.02927
7670.00	-0000.08527
7680.00	-0000.02192
7690.00	-0000.06430
7700.00	00000.00188
7701.00	00000.01107
7702.00	-0000.11643
7703.00	00000.00752
7704.00	00000.03645
7705.00	00000.03305
7706.00	00000.02741
7707.00	00000.01223
7708.00	00000.07801
7709.00	00000.01604
7710.00	00000.01227
7711.00	00000.07954
7712.00	00000.07942
7713.00	00000.05451
7714.00	00000.03007
7715.00	00000.07960
7716.00	00000.03645
7717.00	00000.15294
7718.00	00000.26648
7719.00	00000.24551
7720.00	00000.32621
7721.00	00000.41066
7722.00	00000.43708
7723.00	00000.64468
7724.00	00000.72058
7725.00	00001.01649
7726.00	00001.25706
7727.00	00001.53216
7728.00	00001.62818
7729.00	00001.49721
7730.00	00001.52321
7731.00	00001.49815
7732.00	00001.38595
7733.00	00001.24933
7734.00	00001.15748
7735.00	00001.08602
7736.00	00001.08394
7737.00	00000.92537
7738.00	00000.97117
7739.00	00000.96228
7740.00	00000.98615
7741.00	00000.98370
7742.00	00001.02204
7743.00	00000.99019
7744.00	00001.09823
7745.00	00001.05818
7746.00	00001.00738
7747.00	00001.02932
7748.00	00001.03914
7749.00	00000.89279
7751.00	00000.92686
7752.00	00000.90438
7753.00	00000.74301
7754.00	00000.75469
7755.00	00000.75563
7756.00	00000.79691
7757.00	00000.69101
7758.00	00000.79993
7759.00	00000.71372
7760.00	00000.71368
7761.00	00000.78378
7763.00	00000.87579
7764.00	00000.78904
7765.00	00000.75273
7766.00	00000.73900
7767.00	00000.66546
7768.00	00000.80383
7769.00	00000.74273
7770.00	00000.78125
7780.00	00001.04271
7790.00	00001.17538
7800.00	00000.94362
7810.00	00000.84946
7820.00	00001.05062
7830.00	00001.07617
7840.00	00001.09200
7850.00	00000.90681
7860.00	00000.85134
7870.00	00000.97093
7880.00	00000.94352
7890.00	00001.05135
7900.00	00001.10518
7910.00	00001.07129
7920.00	00000.94019
7930.00	00000.90643
7940.00	00000.91242
7950.00	00001.00245
7960.00	00001.01857
7970.00	00001.02117
7980.00	00001.06840
